code	name
V78.51	Liiklusõnnetuses vigastatud juht (puhke- ja vaba aja tegevus)
V78.52	Liiklusõnnetuses vigastatud juht (töötamine tasu eest, teenistus)
V78.53	Liiklusõnnetuses vigastatud juht (muu töö ja tegevus)
V78.54	Liiklusõnnetuses vigastatud juht (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V78.58	Liiklusõnnetuses vigastatud juht (muu täpsustatud tegevusega)
V78.59	Liiklusõnnetuses vigastatud juht (muu täpsustamata tegevus)
V78.6	Liiklusõnnetuses vigastatud sõitja
V78.60	Liiklusõnnetuses vigastatud sõitja (sportlik tegevus)
V78.61	Liiklusõnnetuses vigastatud sõitja (puhke- ja vaba aja tegevus)
V78.62	Liiklusõnnetuses vigastatud sõitja (töötamine tasu eest, teenistus)
V78.63	Liiklusõnnetuses vigastatud sõitja (muu töö ja tegevus)
V78.64	Liiklusõnnetuses vigastatud sõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V78.68	Liiklusõnnetuses vigastatud sõitja (muu täpsustatud tegevusega)
V78.69	Liiklusõnnetuses vigastatud sõitja (muu täpsustamata tegevus)
V78.7	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja
V78.70	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (sportlik tegevus)
V78.71	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (puhke- ja vaba aja tegevus)
V78.72	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (töötamine tasu eest, teenistus)
V78.73	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (muu töö ja tegevus)
V78.74	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V78.78	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (muu täpsustatud tegevusega)
V78.79	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (muu täpsustamata tegevus)
V78.9	Liiklusõnnetuses vigastatud täpsustamata bussisõitja
V78.90	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (sportlik tegevus)
V78.91	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (puhke- ja vaba aja tegevus)
V78.92	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (töötamine tasu eest, teenistus)
V78.93	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (muu töö ja tegevus)
V78.94	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V78.98	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (muu täpsustatud tegevusega)
V78.99	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (muu täpsustamata tegevus)
V79	Muudes ja täpsustamata sõidukiõnnetustes vigastatud bussisõitja
V79.0	Liiklusvälises kokkupõrkes muude ja täpsustamata mootorsõidukitega vigastatud juht
V79.00	Liiklusvälises kokkupõrkes muude ja täpsustamata mootorsõidukitega vigastatud juht (sportlik tegevus)
V79.01	Liiklusvälises kokkupõrkes muude ja täpsustamata mootorsõidukitega vigastatud juht (puhke- ja vaba aja tegevus)
V79.02	Liiklusvälises kokkupõrkes muude ja täpsustamata mootorsõidukitega vigastatud juht (töötamine tasu eest, teenistus)
V79.03	Liiklusvälises kokkupõrkes muude ja täpsustamata mootorsõidukitega vigastatud juht (muu töö ja tegevus)
V79.04	Liiklusvälises kokkupõrkes muude ja täpsustamata mootorsõidukitega vigastatud juht (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V79.08	Liiklusvälises kokkupõrkes muude ja täpsustamata mootorsõidukitega vigastatud juht (muu täpsustatud tegevusega)
V79.09	Liiklusvälises kokkupõrkes muude ja täpsustamata mootorsõidukitega vigastatud juht (muu täpsustamata tegevus)
V79.1	Liiklusvälises kokkupõrkes muude ja täpsustamata mootorsõidukitega vigastatud sõitja
V79.10	Liiklusvälises kokkupõrkes muude ja täpsustamata mootorsõidukitega vigastatud sõitja (sportlik tegevus)
V79.11	Liiklusvälises kokkupõrkes muude ja täpsustamata mootorsõidukitega vigastatud sõitja (puhke- ja vaba aja tegevus)
V79.12	Liiklusvälises kokkupõrkes muude ja täpsustamata mootorsõidukitega vigastatud sõitja (töötamine tasu eest, teenistus)
V79.13	Liiklusvälises kokkupõrkes muude ja täpsustamata mootorsõidukitega vigastatud sõitja (muu töö ja tegevus)
V79.14	Liiklusvälises kokkupõrkes muude ja täpsustamata mootorsõidukitega vigastatud sõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V79.18	Liiklusvälises kokkupõrkes muude ja täpsustamata mootorsõidukitega vigastatud sõitja (muu täpsustatud tegevusega)
V79.19	Liiklusvälises kokkupõrkes muude ja täpsustamata mootorsõidukitega vigastatud sõitja (muu täpsustamata tegevus)
V79.2	Liiklusvälises kokkupõrkes muude ja täpsustamata mootorsõidukitega vigastatud täpsustamata bussisõitja; Bussi teisiti täpsustamata liiklusväline kokkupõrge
V79.20	Liiklusvälises kokkupõrkes muude ja täpsustamata mootorsõidukitega vigastatud täpsustamata bussisõitja; Bussi teisiti täpsustamata liiklusväline kokkupõrge (sportlik tegevus)
V79.21	Liiklusvälises kokkupõrkes muude ja täpsustamata mootorsõidukitega vigastatud täpsustamata bussisõitja; Bussi teisiti täpsustamata liiklusväline kokkupõrge (puhke- ja vaba aja tegevus)
V79.22	Liiklusvälises kokkupõrkes muude ja täpsustamata mootorsõidukitega vigastatud täpsustamata bussisõitja; Bussi teisiti täpsustamata liiklusväline kokkupõrge (töötamine tasu eest, teenistus)
V79.23	Liiklusvälises kokkupõrkes muude ja täpsustamata mootorsõidukitega vigastatud täpsustamata bussisõitja; Bussi teisiti täpsustamata liiklusväline kokkupõrge (muu töö ja tegevus)
V79.24	Liiklusvälises kokkupõrkes muude ja täpsustamata mootorsõidukitega vigastatud täpsustamata bussisõitja; Bussi teisiti täpsustamata liiklusväline kokkupõrge (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V79.28	Liiklusvälises kokkupõrkes muude ja täpsustamata mootorsõidukitega vigastatud täpsustamata bussisõitja; Bussi teisiti täpsustamata liiklusväline kokkupõrge (muu täpsustatud tegevusega)
V79.29	Liiklusvälises kokkupõrkes muude ja täpsustamata mootorsõidukitega vigastatud täpsustamata bussisõitja; Bussi teisiti täpsustamata liiklusväline kokkupõrge (muu täpsustamata tegevus)
V79.3	Täpsustamata liiklusvälises õnnetuses vigastatud [mistahes] bussisõitja; Teisiti täpsustamata liiklusväline bussiõnnetus; Teisiti täpsustamata liiklusvälises õnnetuses vigastatud bussisõitja
V79.30	Täpsustamata liiklusvälises õnnetuses vigastatud [mistahes] bussisõitja; Teisiti täpsustamata liiklusväline bussiõnnetus; Teisiti täpsustamata liiklusvälises õnnetuses vigastatud bussisõitja (sportlik tegevus)
V79.31	Täpsustamata liiklusvälises õnnetuses vigastatud [mistahes] bussisõitja; Teisiti täpsustamata liiklusväline bussiõnnetus; Teisiti täpsustamata liiklusvälises õnnetuses vigastatud bussisõitja (puhke- ja vaba aja tegevus)
V79.32	Täpsustamata liiklusvälises õnnetuses vigastatud [mistahes] bussisõitja; Teisiti täpsustamata liiklusväline bussiõnnetus; Teisiti täpsustamata liiklusvälises õnnetuses vigastatud bussisõitja (töötamine tasu eest, teenistus)
V79.33	Täpsustamata liiklusvälises õnnetuses vigastatud [mistahes] bussisõitja; Teisiti täpsustamata liiklusväline bussiõnnetus; Teisiti täpsustamata liiklusvälises õnnetuses vigastatud bussisõitja (muu töö ja tegevus)
V79.34	Täpsustamata liiklusvälises õnnetuses vigastatud [mistahes] bussisõitja; Teisiti täpsustamata liiklusväline bussiõnnetus; Teisiti täpsustamata liiklusvälises õnnetuses vigastatud bussisõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V79.38	Täpsustamata liiklusvälises õnnetuses vigastatud [mistahes] bussisõitja; Teisiti täpsustamata liiklusväline bussiõnnetus; Teisiti täpsustamata liiklusvälises õnnetuses vigastatud bussisõitja (muu täpsustatud tegevusega)
V79.39	Täpsustamata liiklusvälises õnnetuses vigastatud [mistahes] bussisõitja; Teisiti täpsustamata liiklusväline bussiõnnetus; Teisiti täpsustamata liiklusvälises õnnetuses vigastatud bussisõitja (muu täpsustamata tegevus)
V79.4	Kokkupõrkes muude ja täpsustamata mootorsõidukitega liiklusõnnetuses vigastatud juht
V79.40	Kokkupõrkes muude ja täpsustamata mootorsõidukitega liiklusõnnetuses vigastatud juht (sportlik tegevus)
V79.41	Kokkupõrkes muude ja täpsustamata mootorsõidukitega liiklusõnnetuses vigastatud juht (puhke- ja vaba aja tegevus)
V79.42	Kokkupõrkes muude ja täpsustamata mootorsõidukitega liiklusõnnetuses vigastatud juht (töötamine tasu eest, teenistus)
V79.43	Kokkupõrkes muude ja täpsustamata mootorsõidukitega liiklusõnnetuses vigastatud juht (muu töö ja tegevus)
V79.44	Kokkupõrkes muude ja täpsustamata mootorsõidukitega liiklusõnnetuses vigastatud juht (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V79.48	Kokkupõrkes muude ja täpsustamata mootorsõidukitega liiklusõnnetuses vigastatud juht (muu täpsustatud tegevusega)
V79.49	Kokkupõrkes muude ja täpsustamata mootorsõidukitega liiklusõnnetuses vigastatud juht (muu täpsustamata tegevus)
V79.5	Kokkupõrkes muude ja täpsustamata mootorsõidukitega liiklusõnnetuses vigastatud sõitja
V79.50	Kokkupõrkes muude ja täpsustamata mootorsõidukitega liiklusõnnetuses vigastatud sõitja (sportlik tegevus)
V79.51	Kokkupõrkes muude ja täpsustamata mootorsõidukitega liiklusõnnetuses vigastatud sõitja (puhke- ja vaba aja tegevus)
V79.52	Kokkupõrkes muude ja täpsustamata mootorsõidukitega liiklusõnnetuses vigastatud sõitja (töötamine tasu eest, teenistus)
V79.53	Kokkupõrkes muude ja täpsustamata mootorsõidukitega liiklusõnnetuses vigastatud sõitja (muu töö ja tegevus)
V79.54	Kokkupõrkes muude ja täpsustamata mootorsõidukitega liiklusõnnetuses vigastatud sõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V79.58	Kokkupõrkes muude ja täpsustamata mootorsõidukitega liiklusõnnetuses vigastatud sõitja (muu täpsustatud tegevusega)
V79.59	Kokkupõrkes muude ja täpsustamata mootorsõidukitega liiklusõnnetuses vigastatud sõitja (muu täpsustamata tegevus)
V79.6	Kokkupõrkes muude ja täpsustamata mootorsõidukitega liiklusõnnetuses vigastatud täpsustamata bussisõitja; Teisiti täpsustamata bussikokkupõrge (liiklusõnnetus)
V79.60	Kokkupõrkes muude ja täpsustamata mootorsõidukitega liiklusõnnetuses vigastatud täpsustamata bussisõitja; Teisiti täpsustamata bussikokkupõrge (liiklusõnnetus) (sportlik tegevus)
V79.61	Kokkupõrkes muude ja täpsustamata mootorsõidukitega liiklusõnnetuses vigastatud täpsustamata bussisõitja; Teisiti täpsustamata bussikokkupõrge (liiklusõnnetus) (puhke- ja vaba aja tegevus)
V79.62	Kokkupõrkes muude ja täpsustamata mootorsõidukitega liiklusõnnetuses vigastatud täpsustamata bussisõitja; Teisiti täpsustamata bussikokkupõrge (liiklusõnnetus) (töötamine tasu eest, teenistus)
V79.63	Kokkupõrkes muude ja täpsustamata mootorsõidukitega liiklusõnnetuses vigastatud täpsustamata bussisõitja; Teisiti täpsustamata bussikokkupõrge (liiklusõnnetus) (muu töö ja tegevus)
V79.64	Kokkupõrkes muude ja täpsustamata mootorsõidukitega liiklusõnnetuses vigastatud täpsustamata bussisõitja; Teisiti täpsustamata bussikokkupõrge (liiklusõnnetus) (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V79.68	Kokkupõrkes muude ja täpsustamata mootorsõidukitega liiklusõnnetuses vigastatud täpsustamata bussisõitja; Teisiti täpsustamata bussikokkupõrge (liiklusõnnetus) (muu täpsustatud tegevusega)
V79.69	Kokkupõrkes muude ja täpsustamata mootorsõidukitega liiklusõnnetuses vigastatud täpsustamata bussisõitja; Teisiti täpsustamata bussikokkupõrge (liiklusõnnetus) (muu täpsustamata tegevus)
V79.8	Muudes täpsustatud sõidukiõnnetustes vigastatud [mistahes] bussisõitja; Bussi ukse või mõne muu osa rikke tõttu lõksu sattunud
V79.80	Muudes täpsustatud sõidukiõnnetustes vigastatud [mistahes] bussisõitja; Bussi ukse või mõne muu osa rikke tõttu lõksu sattunud (sportlik tegevus)
V79.81	Muudes täpsustatud sõidukiõnnetustes vigastatud [mistahes] bussisõitja; Bussi ukse või mõne muu osa rikke tõttu lõksu sattunud (puhke- ja vaba aja tegevus)
V79.82	Muudes täpsustatud sõidukiõnnetustes vigastatud [mistahes] bussisõitja; Bussi ukse või mõne muu osa rikke tõttu lõksu sattunud (töötamine tasu eest, teenistus)
V79.83	Muudes täpsustatud sõidukiõnnetustes vigastatud [mistahes] bussisõitja; Bussi ukse või mõne muu osa rikke tõttu lõksu sattunud (muu töö ja tegevus)
V79.84	Muudes täpsustatud sõidukiõnnetustes vigastatud [mistahes] bussisõitja; Bussi ukse või mõne muu osa rikke tõttu lõksu sattunud (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V79.88	Muudes täpsustatud sõidukiõnnetustes vigastatud [mistahes] bussisõitja; Bussi ukse või mõne muu osa rikke tõttu lõksu sattunud (muu täpsustatud tegevusega)
V79.89	Muudes täpsustatud sõidukiõnnetustes vigastatud [mistahes] bussisõitja; Bussi ukse või mõne muu osa rikke tõttu lõksu sattunud (muu täpsustamata tegevus)
V79.9	Täpsustamata liiklusõnnetuses vigastatud [mistahes] bussisõitja; Teisiti täpsustamata bussiõnnetus
V79.90	Täpsustamata liiklusõnnetuses vigastatud [mistahes] bussisõitja; Teisiti täpsustamata bussiõnnetus (sportlik tegevus)
V79.91	Täpsustamata liiklusõnnetuses vigastatud [mistahes] bussisõitja; Teisiti täpsustamata bussiõnnetus (puhke- ja vaba aja tegevus)
V79.92	Täpsustamata liiklusõnnetuses vigastatud [mistahes] bussisõitja; Teisiti täpsustamata bussiõnnetus (töötamine tasu eest, teenistus)
V79.93	Täpsustamata liiklusõnnetuses vigastatud [mistahes] bussisõitja; Teisiti täpsustamata bussiõnnetus (muu töö ja tegevus)
V79.94	Täpsustamata liiklusõnnetuses vigastatud [mistahes] bussisõitja; Teisiti täpsustamata bussiõnnetus (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V79.98	Täpsustamata liiklusõnnetuses vigastatud [mistahes] bussisõitja; Teisiti täpsustamata bussiõnnetus (muu täpsustatud tegevusega)
V79.99	Täpsustamata liiklusõnnetuses vigastatud [mistahes] bussisõitja; Teisiti täpsustamata bussiõnnetus (muu täpsustamata tegevus)
V80	Liiklus- või sõidukiõnnetuses vigastatud ratsanik või loomveokil sõitja
V80.0	Kokkupõrketa õnnetuses ratsu seljast kukkumisel vigastatud ratsanik või loomveokilt maha visatud sõitja
V80.00	Kokkupõrketa õnnetuses ratsu seljast kukkumisel vigastatud ratsanik või loomveokilt maha visatud sõitja (sportlik tegevus)
V80.01	Kokkupõrketa õnnetuses ratsu seljast kukkumisel vigastatud ratsanik või loomveokilt maha visatud sõitja (puhke- ja vaba aja tegevus)
V80.02	Kokkupõrketa õnnetuses ratsu seljast kukkumisel vigastatud ratsanik või loomveokilt maha visatud sõitja (töötamine tasu eest, teenistus)
V80.03	Kokkupõrketa õnnetuses ratsu seljast kukkumisel vigastatud ratsanik või loomveokilt maha visatud sõitja (muu töö ja tegevus)
V80.04	Kokkupõrketa õnnetuses ratsu seljast kukkumisel vigastatud ratsanik või loomveokilt maha visatud sõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V80.08	Kokkupõrketa õnnetuses ratsu seljast kukkumisel vigastatud ratsanik või loomveokilt maha visatud sõitja (muu täpsustatud tegevusega)
V80.09	Kokkupõrketa õnnetuses ratsu seljast kukkumisel vigastatud ratsanik või loomveokilt maha visatud sõitja (muu täpsustamata tegevus)
V80.1	Jalakäija või loomaga kokkupõrkel vigastatud ratsanik või loomveokil sõitja
V80.10	Jalakäija või loomaga kokkupõrkel vigastatud ratsanik või loomveokil sõitja (sportlik tegevus)
V80.11	Jalakäija või loomaga kokkupõrkel vigastatud ratsanik või loomveokil sõitja (puhke- ja vaba aja tegevus)
V80.12	Jalakäija või loomaga kokkupõrkel vigastatud ratsanik või loomveokil sõitja (töötamine tasu eest, teenistus)
V80.13	Jalakäija või loomaga kokkupõrkel vigastatud ratsanik või loomveokil sõitja (muu töö ja tegevus)
V80.14	Jalakäija või loomaga kokkupõrkel vigastatud ratsanik või loomveokil sõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V80.18	Jalakäija või loomaga kokkupõrkel vigastatud ratsanik või loomveokil sõitja (muu täpsustatud tegevusega)
V80.19	Jalakäija või loomaga kokkupõrkel vigastatud ratsanik või loomveokil sõitja (muu täpsustamata tegevus)
V80.2	Jalgrattaga kokkupõrkel vigastatud ratsanik või loomveoki sõitja
V80.20	Jalgrattaga kokkupõrkel vigastatud ratsanik või loomveoki sõitja (sportlik tegevus)
V80.21	Jalgrattaga kokkupõrkel vigastatud ratsanik või loomveoki sõitja (puhke- ja vaba aja tegevus)
V80.22	Jalgrattaga kokkupõrkel vigastatud ratsanik või loomveoki sõitja (töötamine tasu eest, teenistus)
V80.23	Jalgrattaga kokkupõrkel vigastatud ratsanik või loomveoki sõitja (muu töö ja tegevus)
V80.24	Jalgrattaga kokkupõrkel vigastatud ratsanik või loomveoki sõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V80.28	Jalgrattaga kokkupõrkel vigastatud ratsanik või loomveoki sõitja (muu täpsustatud tegevusega)
V80.29	Jalgrattaga kokkupõrkel vigastatud ratsanik või loomveoki sõitja (muu täpsustamata tegevus)
V80.3	Kahe- või kolmerattalise mootorsõidukiga kokkupõrkel vigastatud ratsanik või loomveokil sõitja
V80.30	Kahe- või kolmerattalise mootorsõidukiga kokkupõrkel vigastatud ratsanik või loomveokil sõitja (sportlik tegevus)
V80.31	Kahe- või kolmerattalise mootorsõidukiga kokkupõrkel vigastatud ratsanik või loomveokil sõitja (puhke- ja vaba aja tegevus)
V80.32	Kahe- või kolmerattalise mootorsõidukiga kokkupõrkel vigastatud ratsanik või loomveokil sõitja (töötamine tasu eest, teenistus)
V80.33	Kahe- või kolmerattalise mootorsõidukiga kokkupõrkel vigastatud ratsanik või loomveokil sõitja (muu töö ja tegevus)
V80.34	Kahe- või kolmerattalise mootorsõidukiga kokkupõrkel vigastatud ratsanik või loomveokil sõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V80.38	Kahe- või kolmerattalise mootorsõidukiga kokkupõrkel vigastatud ratsanik või loomveokil sõitja (muu täpsustatud tegevusega)
